Album,Song,Lyrics
,,That they can't afford
,,Once I held you in my arms
,,On a bed of stone
,,Now we have grown
,,
,,"My baby, she has restless nights"
,,(She has restless nights)
,,"My baby, she has restless nights"
,,
,,Once we ran and lived as one
,,"In different world, my little one"
,,Where whispering trees and dark rivers run
,,I told a dream to you
,,"Now I pray, darling, for the night"
,,We'll dance down these darkened halls
,,Once again to fall
,,Into a dream
,,
,,"My baby, she has restless nights"
,,(She has restless nights)
,,"My baby, she has restless nights"
,WHERE THE BANDS ARE,I hear the guitars ringin' out
,,Ringin' out down Union Street
,,"I hear the lead singer shoutin' out, girl"
,,I wanna be a slave to the beat
,,"Yeah, tonight I wanna break my chains"
,,Somebody break my heart
,,Somebody shake my brains
,,Downtown there's something that I wanna hear
,,"There's a sound, little girl, keeps ringing in my ear"
,,
,,I wanna be where the bands are
,,I wanna be where the bands are
,,Where the bands are
,,I wanna be where the bands are
,,
,,I get off from work and I grab something to eat
,,I turn the corner and I drive down your street
,,Little gray houses darling looks like nowhere
,,But hey I know you're hiding in there
,,Come on out for just a little while
,,"You know that heart of stone, girl, it just ain't your style"
,,Tonight I wanna feel the beat of the crowd
,,And when I tell you that I love you
,,I wanna have to shout it out loud
,,Shout it out loud
,,
,,I wanna be where the bands are
,,I wanna be where the bands are
,,Where the bands are
,,I wanna be where the bands are
,,
,,I hear the guitars ringin' out again
,,Ringin' on down Union Street
,,I hear the lead singer shoutin' out girl
,,I wanna be a slave to the beat
,,And I want something that'll break my chains
,,Something to break my heart
,,Something to shake my brains
,,There's a rocker's special on tonight
,,So meet me on down
,,'Neath the neon lights
,,
,,I wanna be where the bands are
,,I wanna be where the bands are
,,Where the bands are
,,I wanna be where the bands are
,DOLLHOUSE,Well ever since you were a little girl
,,You set the rules in your little world
,,But girls grow up and throw their toys away
,,You're a big girl now but you still wanna play
,,(Girl we're living)
,,You dress them up the way you want to
,,(Girl we're living)
,,You make them do just what you want them to
,,(Girl we're living)
,,Once I thought we had a love that was true
,,But I'm just another doll in your dollhouse to you
,,We're living in a dollhouse
,,We're living in a dollhouse
,,Girl we're living in a dollhouse
,,You may feel safe and sound
,,"But your dollhouse, girl, is falling down"
,,
,,It's all been neatly arranged in your mind
,,Every detail fits your own design
,,Every room is perfectly in place
,,"But I can see the sadness, baby, on your face"
,,You had a plan and darling like a child
,,"You thought it's down to fashion, down to style"
,,But your little dreamhouse is runnin' wild
,,Before your very eyes we're shrinking down to size
,,We're living in a dollhouse
,,We're living in a dollhouse
,,Girl we're living in a dollhouse
,,You may feel safe and sound
,,"But your dollhouse, girl, is falling down"
,,
,,Everything's as you dreamed it would be
,,But there's something wrong that you can't see
,,Room by room you keep looking for some little flaw
,,A crack somewhere in your dollhouse wall
,,"Something, girl, that will explain away"
,,"The hurt you feel, darling, when we play"
,,
,,Your little dolls they got grip on you
,,Until you're just another doll in your dollhouse too
,,We're living in a dollhouse
,,"Girl, we're living in a dollhouse"
,,Oh we're living in a dollhouse
,,We may feel safe and sound
,,"But our dollhouse, girl, is falling down"
,,Oh we're living in a dollhouse
,,"Girl, we're living in a dollhouse"
,,Yeah we're living in a dollhouseØ
,LIVING ON THE EDGE OF THE WORLD,Early North Jersey industrial skyline
,,I'm an all-set cobra jet creepin' through the night time
,,"Gotta find a gas station, gotta find a pay phone"
,,This turnpike sure is spooky at night when you're all alone
,,I'm living on the edge of the world
,,Tryin' to get my girl on the line
,,Livin' on the edge of the world
,,But I think it's just a waste of my time
,,"Some jerk keeps breaking my connection, girl"
,,'Cause I'm living on the edge of the world
,,
,,"Radio, radio, hear my tale of heartbreak"
,,New Jersey in the morning like a lunar landscape
,,Got a counter girl at the Exit 24 HoJo
,,Down past teh refinery towers where the great black river flows
,,OI'm living on the edge of the world
,,Tryin' to get a message through
,,"I gotta make a connection, girl"
,,Because I'm living on the edge of the world
,,Living on the edge of the world
,,
,,Radio's jammed with gospel stations
,,Lost souls callin' long distance salvation
,,Hey mister deejay gotta hear my last prayer
,,"It's a hey ho rock and roll, deliver me from nowhere"
,,I'm living on the edge of the world
,,"Tryin' to get back to you, girl"
,,Living on the edge of the world
,,Tryin' to get a message through
,,"I gotta make some connection, girl"
,,Because I'm living on the edge of the world
,,Living on the edge of the world
,,
,,Now my boss don't dig me 'cause he put me on the night shift
,,It takes me two hours to get back to where my baby lives
,,In the wee wee hours my mind gets hazy
,,"Relay towers, won't you lead me to my baby"
,,'Neath the overpass the trooper hits his party lights switch
,,
,,"Good night, good luck, one, two powershiftØ"
,TAKE 'EM AS THEY COME,Last night I dreamed we was running through the outlands
,,"Tears streaming, your pretty face all a wreck"
,,(I held your daddy's gun in my tremblin' hands
,,And down the highway another stranger comes
,,You gotta take 'em baby when they come.
,,
,,Little girl put on your best dress
,,'Cause we're goin' out on the town tonight
,,(Better bring along your switchblades)
,,'Cause for sure some fool's gonna wanna fight
,,You've got to take 'em baby as they come
,,
,,"You gotta take 'em, take 'em as they come, girl"
,,"Take 'em as they come, girl"
,,"Take 'em as they come, girl"
,,Take 'em baby as they come
,,
,,God save the rider in the black night
,,Save the man who taught that it was right
,,To do what they have done
,,To become what we have become
,,You gotta take 'em when they come
,,"Little girl, gone are the days"
,,Faded away into a clear blue night
,,And all the vows that we made
,,Lie shattered and broken in the morning light;
,,You gotta take 'em when they come
,,
,,"You gotta take 'em, take 'em as they come, girl"
,,"Take 'em as they come, girl"
,,"Take 'em as they come, girl"
,,Take 'em baby as they come
,,
,,I know your heart is breaking
,,I can feel it too
,,Though my finger on the trigger's shakin'
,,Here I swear to you
,,"If I could take all your sorrow so that you'd never cry, girl, or be blue"
,,(Come tomorrow)
,,"That's what I'd do for you, pretty one"
,,I swear I'll take 'em baby when they come
,,
,,"You gotta take 'em, take 'em as they come, girl"
,,"Take 'em as they come, girl"
,,"Take 'em as they come, girl"
,,Take 'em baby as they come
,RICKY WANTS A MAN OF HER OWN,"Well look out mama, your little girl she has changed"
,,She cut her baby curls and she's got her act rearranged
,,"Well look out daddy, what she needs now she can't find at home"
,,Oh Ricky wants a man of her
,,She wants a man of her
,,Ricky wants a man of her own
,,
,,Mama says her little girl won't talk to her anymore
,,"She just goes in her room, turns on the radio, and shuts the door"
,,"She's got her own bathroom, TV, stereo, extension phone"
,,"Oh but Mama, Ricky wants a man of her"
,,She wants a man of her
,,Ricky wants a man of her own
,,
,,Well daddy says when he drops her off Friday night at the gym
,,She slides way down in the front seat so the kids won't see her with him
,,"She don't do no work, she won't tell nobody when she's coming home"
,,She makes poor daddy wait down on the corner at midnight all alone
,,
,,She used to like me to take her to a ball game or a movie show
,,She used to make daddy take his little girl where she wanna go
,,Now we're left peeking through the curtains every time that we hear a horn blow
,,I guess Ricky wants a man of her own
,,
,,"Well my folks say ""Son, talk to her, she'll listen to you"""
,,"Yeah, she listens real nice and she does what she wants to do"
,,"Daddy says she wears her jeans so tight, ""Well you change 'em or you're stayin' home"""
,,"Oh but daddy, Ricky wants a man of her"
,,She wants a man of her
,,Ricky wants a man of her own
,,She's almost grown
,,Ricky wants a man of her
,,She wants a man of her
,,Ricky wants a man of her ownØ
,I WANNA BE WITH YOU,"Let the frozen cities crumble, crumble and fall"
,,"That's alright, I don't mind at all"
,,Let 'em all tumble right into the sea
,,"Well that's just fine, that's alright with me"
,,Since you came down the line
,,"I can't sleep at night, I got one thing on my mind"
,,"That's every day, every night"
,,I wanna be with you
,,"I wanna be with you, that's what I wanna do"
,,'Cause you're just so out of sight
,,"I wanna be with you, that's what I wanna do"
,,Now I lost my job at the Texaco station
,,'Cause instead of pumping gas I'd dream of you
,,"I got thrown out of my house, I got such a bad reputation"
,,'Cause all I wanna do is be seen with you
,,They gave me my pay and said walk
,,"I don't care what they say, go ahead and let 'em all talk"
,,
,,'Til the world falls apart
,,I wanna be with you
,,I wanna be with you
,,That's what I wanna do
,,Until they will rip out my heart
,,"I wanna be with you, I wanna be with you"
,,Well that's all I wanna do
,,
,,"Hold tight, love me just a little bit"
,,"Alright, a little bit more"
,,"Tonight, tonight give me just a little kiss"
,,"No I don't know, I don't know, I don't"
,,"I just can't understand it, you're not pretty at all"
,,"But I come when you whisper, I run when you call"
,,When I see you on the street I fall on my face
,,"I drop to my knees, I plead my case"
,,"Oh, oh I wanna be with you"
,,"I wanna be with you, that's what I wanna do"
,,"Oh, oh I wanna be with you"
,,"I wanna be with you, that's all I wanna do"
,,"Oh, oh I wanna be with you"
,,"I wanna be with you, darlin', don't you know"
,,"Oh, oh I wanna be with you"
,,I wanna be with you because I love you soØ
,MARY LOU,You're scrapbook's filled with pictures of all your leading men
,,Well baby don't put my picture in there with them
,,Don't make us some little girl's dream that can never come true
,,Oh baby don't do it to me I won't do it to you
,,"Mary Lou, I'm not like all those other guys"
,,"Mary Lou, I won't fill your pretty head with their pretty lies"
,,"Mary Lou, and dreams that never, never, never ever will come true"
,,"Mary Lou, that'd only serve to hurt and make you cry like you do"
,,"You've seen all the romantic movies, you dream and take the boys home"
,,But when the action fades you're left all alone
,,"You deserve more than this, a real love that can grow"
,,"And I ain't playin' outtakes, girl, from some late late show, no"
,,"Mary Lou, you're not like all those others girls"
,,"Mary Lou, so afraid to shake up that real world"
,,
,,Every night you go out looking for true love's satisfaction
,,"But you allways end up setting for just lights, camera, action"
,,And another cameo role with some bit player you're befriending
,,You're gonna go broken-hearted looking for that happy ending
,,"Mary Lou, I've seen all those movies too"
,,"Mary Lou, I know the hurt too much dreaming can do"
